Cidade,Transportadora,Prazo
NOVA OLIMPIA,RODONAVES,10
NOVA SANTA HELENA,RODONAVES,14
NOVA XAVANTINA,RODONAVES,9
NOVO HORIZONTE DO NORTE,RODONAVES,11
NOVO MUNDO,RODONAVES,14
NOVO SANTO ANTONIO,RODONAVES,23
NOVO SAO JOAQUIM,RODONAVES,14
PARANAITA,RODONAVES,13
PARANATINGA,RODONAVES,9
PEIXOTO DE AZEVEDO,RODONAVES,10
PLANALTO DA SERRA,RODONAVES,13
POCONE,RODONAVES,9
PONTAL DO ARAGUAIA,RODONAVES,9
PONTE BRANCA,RODONAVES,14
PONTES E LACERDA,RODONAVES,9
PORTO ALEGRE DO NORTE,RODONAVES,12
PORTO DOS GAUCHOS,RODONAVES,11
PORTO ESPERIDIAO,RODONAVES,14
PORTO ESTRELA,RODONAVES,22
POXOREU,RODONAVES,14
PRIMAVERA DO LESTE,RODONAVES,9
QUERENCIA,RODONAVES,10
RESERVA DO CABACAL,RODONAVES,14
RIBEIRAO CASCALHEIRA,RODONAVES,9
RIBEIRAOZINHO,RODONAVES,14
RIO BRANCO,RODONAVES,12
RONDOLANDIA,RODONAVES,13
ROSARIO OESTE,RODONAVES,9
SALTO DO CEU,RODONAVES,14
SANTA CRUZ DO XINGU,RODONAVES,16
SANTA ELVIRA,RODONAVES,14
SANTA RITA DO TRIVELATO,RODONAVES,11
SANTA TEREZINHA,RODONAVES,16
SANTO AFONSO,RODONAVES,11
SANTO ANTONIO DO LESTE,RODONAVES,22
SANTO ANTONIO DO LEVERGER,RODONAVES,13
SAO FELIX DO ARAGUAIA,RODONAVES,14
SAO JOSE DO RIO CLARO,RODONAVES,9
SAO JOSE DO XINGU,RODONAVES,12
SAO JOSE DOS QUATRO MARCOS,RODONAVES,12
SAO PEDRO DA CIPA,RODONAVES,11
SAPEZAL,RODONAVES,9
SERRA NOVA DOURADA,RODONAVES,15
TABAPORA,RODONAVES,14
TANGARA DA SERRA,RODONAVES,9
TERRA NOVA DO NORTE,RODONAVES,9
TORIXOREU,RODONAVES,14
VALE DE SAO DOMINGOS,RODONAVES,23
VARZEA GRANDE,RODONAVES,8
VILA BELA DA SANTISSIMA TRINDADE,RODONAVES,16
VILA RICA,RODONAVES,11
CLAUDIA,RODONAVES,10
FELIZ NATAL,RODONAVES,12
GUIRATINGA,RODONAVES,13
IPIRANGA DO NORTE,RODONAVES,14
ITANHANGA,RODONAVES,13
ITIQUIRA,RODONAVES,11
LUCAS DO RIO VERDE,RODONAVES,9
MARCELANDIA,RODONAVES,12
NOVA UBIRATA,RODONAVES,14
PEDRA PRETA,RODONAVES,11
RONDONOPOLIS,RODONAVES,9
SANTA CARMEM,RODONAVES,12
SAO JOSE DO POVO,RODONAVES,15
SINOP,RODONAVES,9
SORRISO,RODONAVES,9
TAPURAH,RODONAVES,9
TESOURO,RODONAVES,15
UNIAO DO SUL,RODONAVES,12
VERA,RODONAVES,12
AMANDINA,RODONAVES,10
ANGELICA,RODONAVES,13
CAARAPO,RODONAVES,10
CULTURAMA,RODONAVES,11
DEODAPOLIS,RODONAVES,10
DOURADINA,RODONAVES,10
DOURADOS,RODONAVES,9
FATIMA DO SUL,RODONAVES,10
GLORIA DE DOURADOS,RODONAVES,10
ITAPORA,RODONAVES,10
IVINHEMA,RODONAVES,10
JATEI,RODONAVES,10
LAGUNA CARAPA,RODONAVES,8
NOVA AMERICA,RODONAVES,9
NOVO HORIZONTE DO SUL,RODONAVES,12
PANAMBI,RODONAVES,9
VICENTINA,RODONAVES,10
ANGRA DOS REIS,RODONAVES,6
AVELAR,RODONAVES,7
BANANAL,RODONAVES,8
BARRA DO PIRAI,RODONAVES,6
BARRA MANSA,RODONAVES,6
CONSERVATORIA,RODONAVES,7
ENGENHEIRO PAULO DE FRONTIN,RODONAVES,6
ITATIAIA,RODONAVES,7
JAPERI,RODONAVES,6
MENDES,RODONAVES,6
MIGUEL PEREIRA,RODONAVES,6
PARACAMBI,RODONAVES,6
PARATY,RODONAVES,6
PATY DO ALFERES,RODONAVES,7
PINHEIRAL,RODONAVES,6
PIRAI,RODONAVES,6
PORTO REAL,RODONAVES,6
QUATIS,RODONAVES,6
RESENDE,RODONAVES,6
RIO CLARO,RODONAVES,7
RIO DAS FLORES,RODONAVES,7
VALENCA,RODONAVES,6
VASSOURAS,RODONAVES,6
VOLTA REDONDA,RODONAVES,6
BARRA ALEGRE,RODONAVES,8
BELFORD ROXO,RODONAVES,7
ITABORAI,RODONAVES,7
ITAGUAI,RODONAVES,8
MANGARATIBA,RODONAVES,9
MARICA,RODONAVES,7
MESQUITA,RODONAVES,7
NILOPOLIS,RODONAVES,7
NITEROI,RODONAVES,7
NOVA IGUACU,RODONAVES,7
PIABETA,RODONAVES,7
QUEIMADOS,RODONAVES,9
RIO DE JANEIRO,RODONAVES,7
SAO JOAO DE MERITI,RODONAVES,7
SEROPEDICA,RODONAVES,8
APERIBE,RODONAVES,9
BARCELOS,RODONAVES,9
BOM JESUS DO ITABAPOANA,RODONAVES,7
CAMBUCI,RODONAVES,9
CAMPOS DOS GOYTACAZES,RODONAVES,7
CARAPEBUS,RODONAVES,9
CARDOSO MOREIRA,RODONAVES,7
CONCEICAO DE MACABU,RODONAVES,9
ITALVA,RODONAVES,7
ITAOCARA,RODONAVES,9
ITAPERUNA,RODONAVES,9
LAJE DO MURIAE,RODONAVES,7
MIRACEMA,RODONAVES,9
MORRO DO COCO,RODONAVES,8
NATIVIDADE,RODONAVES,7
PORCIUNCULA,RODONAVES,7
PUREZA,RODONAVES,9
QUISSAMA,RODONAVES,9
RAPOSO,RODONAVES,8
SANTO AMARO DE CAMPOS,RODONAVES,8
SANTO ANTONIO DE PADUA,RODONAVES,9
SANTO EDUARDO,RODONAVES,8
SAO FIDELIS,RODONAVES,9
SAO FRANCISCO DE ITABAPOANA,RODONAVES,8
SAO JOAO DA BARRA,RODONAVES,9
SAO JOSE DE UBA,RODONAVES,7
TRAVESSAO,RODONAVES,8
VARRE-SAI,RODONAVES,7
ARARUAMA,RODONAVES,7
ARMACAO DOS BUZIOS,RODONAVES,8
ARRAIAL DO CABO,RODONAVES,8
BARRA DE SAO JOAO,RODONAVES,8
CABO FRIO,RODONAVES,7
CASIMIRO DE ABREU,RODONAVES,8
IGUABA GRANDE,RODONAVES,8
MACAE,RODONAVES,8
RIO BONITO,RODONAVES,8
RIO DAS OSTRAS,RODONAVES,7
SAO PEDRO DA ALDEIA,RODONAVES,7
SAQUAREMA,RODONAVES,8
SILVA JARDIM,RODONAVES,8
TANGUA,RODONAVES,8
AFONSO CLAUDIO,RODONAVES,11
ARACRUZ,RODONAVES,9
ARAGUAIA,RODONAVES,11
BARRA DO RIACHO,RODONAVES,10
BREJETUBA,RODONAVES,11
CAMARA,RODONAVES,6
CARIACICA,RODONAVES,7
COLATINA,RODONAVES,8
DOMINGOS MARTINS,RODONAVES,11
DONA AMERICA,RODONAVES,6
FUNDAO,RODONAVES,9
GUARAPARI,RODONAVES,8
IBIRACU,RODONAVES,9
IBITIRUI,RODONAVES,6
IRUPI,RODONAVES,11
ITAGUACU,RODONAVES,11
ITAICI,RODONAVES,6
ITARANA,RODONAVES,11
JOAO NEIVA,RODONAVES,9
LARANJA DA TERRA,RODONAVES,11
LINHARES,RODONAVES,8
MARECHAL FLORIANO,RODONAVES,11
MENINO JESUS,RODONAVES,6
MUNIZ FREIRE,RODONAVES,11
NOVA VENECIA,RODONAVES,8
PONTE DE ITABAPOANA,RODONAVES,6
RIBEIRAO DO CRISTO,RODONAVES,6
SAGRADA FAMILIA,RODONAVES,6
SANTA LEOPOLDINA,RODONAVES,11
SANTA MARIA DE JETIBA,RODONAVES,11
SANTA TERESA,RODONAVES,11
SAO JOSE DAS TORRES,RODONAVES,6
SAO MATEUS,RODONAVES,9
SAO PEDRO,RODONAVES,6
SERRA,RODONAVES,7
SOORETAMA,RODONAVES,9
VARGEM ALTA,RODONAVES,11
VIANA,RODONAVES,7
VIEIRA MACHADO,RODONAVES,6
VILA VELHA,RODONAVES,5
VITORIA,RODONAVES,7
ALEGRE,RODONAVES,8
ANCHIETA,RODONAVES,8
CACHOEIRO DE ITAPEMIRIM,RODONAVES,7
CASTELO,RODONAVES,8
CONCEICAO DO CASTELO,RODONAVES,8
GUACUI,RODONAVES,8
IBATIBA,RODONAVES,8
IBITIRAMA,RODONAVES,8
ICONHA,RODONAVES,8
ITAIPAVA,RODONAVES,8
ITAPEMIRIM,RODONAVES,8
IUNA,RODONAVES,8
JERONIMO MONTEIRO,RODONAVES,8
MARATAIZES,RODONAVES,8
PIUMA,RODONAVES,8
RIO NOVO DO SUL,RODONAVES,8
VENDA NOVA DO IMIGRANTE,RODONAVES,8
SAO GONCALO,RODONAVES,7
AFONSO ARINOS,RODONAVES,10
AREAL,RODONAVES,9
COMENDADOR LEVY GASPARIAN,RODONAVES,7
PARAIBA DO SUL,RODONAVES,7
PETROPOLIS,RODONAVES,7
SAO JOSE DO VALE DO RIO PRETO,RODONAVES,8
SAPUCAIA,RODONAVES,9
TRES RIOS,RODONAVES,7
BOM JARDIM,RODONAVES,10
CACHOEIRAS DE MACACU,RODONAVES,10
CANTAGALO,RODONAVES,10
CARMO,RODONAVES,10
CORDEIRO,RODONAVES,10
DUAS BARRAS,RODONAVES,10
MACUCO,RODONAVES,10
NOVA FRIBURGO,RODONAVES,8
SANTA MARIA MADALENA,RODONAVES,10
SAO SEBASTIAO DO ALTO,RODONAVES,10
SUMIDOURO,RODONAVES,10
TERESOPOLIS,RODONAVES,8
TRAJANO DE MORAES,RODONAVES,9
GUAPIMIRIM,RODONAVES,9
MAGE,RODONAVES,7
AGUA DOCE DO NORTE,RODONAVES,9
AGUIA BRANCA,RODONAVES,9
ALFREDO CHAVES,RODONAVES,7
ALTO RIO NOVO,RODONAVES,9
ALTO SANTA MARIA,RODONAVES,10
APIACA,RODONAVES,9
ATILIO VIVACQUA,RODONAVES,8
BAIXO GUANDU,RODONAVES,9
BARRA DE SAO FRANCISCO,RODONAVES,9
BOA ESPERANCA,RODONAVES,9
BOM JESUS DO NORTE,RODONAVES,8
CONCEICAO DA BARRA,RODONAVES,9
DIVINO DE SAO LOURENCO,RODONAVES,8
DORES DO RIO PRETO,RODONAVES,9
ECOPORANGA,RODONAVES,9
GOVERNADOR LINDENBERG,RODONAVES,9
ITAPERUNA,RODONAVES,9
JAGUARE,RODONAVES,9
MANTENOPOLIS,RODONAVES,9
MARILANDIA,RODONAVES,8
MIMOSO DO SUL,RODONAVES,10
MONTANHA,RODONAVES,9
MUCURICI,RODONAVES,9
MUQUI,RODONAVES,9
PANCAS,RODONAVES,6
PEDRO CANARIO,RODONAVES,9
PINHEIROS,RODONAVES,9
PONTO BELO,RODONAVES,9
PRESIDENTE KENNEDY,RODONAVES,10
REGENCIA,RODONAVES,6
RIO BANANAL,RODONAVES,9
SAO DOMINGOS DO NORTE,RODONAVES,9
SAO GABRIEL DA PALHA,RODONAVES,9
SAO JOSE DO CALCADO,RODONAVES,9
SAO ROQUE DO CANAA,RODONAVES,9
VILA PAVAO,RODONAVES,9
VILA VALERIO,RODONAVES,9
ABAETE,RODONAVES,18
BALDIM,RODONAVES,18
BIQUINHAS,RODONAVES,18
BONFIM,RODONAVES,18
CAMACHO,RODONAVES,18
CEDRO DO ABAETE,RODONAVES,18
CLARAVAL,RODONAVES,18
CONCEICAO DO MATO DENTRO,RODONAVES,18
CONGONHAS DO NORTE,RODONAVES,18
CORREGO DANTA,RODONAVES,18
CRUCILANDIA,RODONAVES,18
DORES DO INDAIA,RODONAVES,18
DORESOPOLIS,RODONAVES,18
ESTRELA DO INDAIA,RODONAVES,18
FORTALEZA DE MINAS,RODONAVES,18
FUNILANDIA,RODONAVES,18
JABOTICATUBAS,RODONAVES,18
JAPARAIBA,RODONAVES,18
JEQUITIBA,RODONAVES,18
LEANDRO FERREIRA,RODONAVES,18
MARTINHO CAMPOS,RODONAVES,18
MEDEIROS,RODONAVES,18
MOEDA,RODONAVES,18
MORADA NOVA DE MINAS,RODONAVES,18
MORRO DO PILAR,RODONAVES,18
ONCA DE PITANGUI,RODONAVES,18
PAINEIRAS,RODONAVES,18
PASSA TEMPO,RODONAVES,18
PIEDADE DOS GERAIS,RODONAVES,18
PIRACEMA,RODONAVES,18
POMPEU,RODONAVES,18
QUARTEL GERAL,RODONAVES,18
RIO MANSO,RODONAVES,18
SANTANA DE PIRAPAMA,RODONAVES,18
SANTANA DO RIACHO,RODONAVES,18
SAO FRANCISCO DE PAULA,RODONAVES,18
SERRA DA SAUDADE,RODONAVES,18
TAPIRAI,RODONAVES,18
ACUCENA,RODONAVES,18
AIMORES,RODONAVES,18
ALVARENGA,RODONAVES,18
ANTONIO DIAS,RODONAVES,18
BOM JESUS DO GALHO,RODONAVES,18
BRAUNAS,RODONAVES,18
BUGRE,RODONAVES,18
CANTAGALO,RODONAVES,18
CAPITAO ANDRADE,RODONAVES,18
CARMESIA,RODONAVES,18
CENTRAL DE MINAS,RODONAVES,18
CHALE,RODONAVES,18
COLUNA,RODONAVES,18
CONCEICAO DE IPANEMA,RODONAVES,18
CONSELHEIRO PENA,RODONAVES,18
COROACI,RODONAVES,18
CORREGO NOVO,RODONAVES,18
CUPARAQUE,RODONAVES,18
DIVINO DAS LARANJEIRAS,RODONAVES,18
DIVINOLANDIA DE MINAS,RODONAVES,18
DOM JOAQUIM,RODONAVES,18
DORES DE GUANHAES,RODONAVES,18
ENTRE FOLHAS,RODONAVES,18
FERNANDES TOURINHO,RODONAVES,18
FREI INOCENCIO,RODONAVES,18
FREI LAGONEGRO,RODONAVES,18
GALILEIA,RODONAVES,18
GOIABEIRA,RODONAVES,18
GONZAGA,RODONAVES,18
IAPU,RODONAVES,18
IMBE DE MINAS,RODONAVES,18
IPABA,RODONAVES,18
IPANEMA,RODONAVES,18
ITABIRINHA,RODONAVES,18
ITANHOMI,RODONAVES,18
ITUETA,RODONAVES,18
JAGUARACU,RODONAVES,18
JAMPRUCA,RODONAVES,18
JOANESIA,RODONAVES,18
JOSE RAYDAN,RODONAVES,18
LAJINHA,RODONAVES,18
LUISBURGO,RODONAVES,18
MANTENA,RODONAVES,18
MARILAC,RODONAVES,18
MARLIERIA,RODONAVES,18
MATERLANDIA,RODONAVES,18
MATHIAS LOBATO,RODONAVES,18
MENDES PIMENTEL,RODONAVES,18
MESQUITA,RODONAVES,18
MUTUM,RODONAVES,18
NACIP RAYDAN,RODONAVES,18
NAQUE,RODONAVES,18
NOVA BELEM,RODONAVES,18
NOVA MODICA,RODONAVES,18
PAULISTAS,RODONAVES,18
PECANHA,RODONAVES,18
PERIQUITO,RODONAVES,18
PESCADOR,RODONAVES,18
PIEDADE DE CARATINGA,RODONAVES,18
PINGO-D'AGUA,RODONAVES,18
POCRANE,RODONAVES,18
RESPLENDOR,RODONAVES,18
RIO VERMELHO,RODONAVES,18
SABINOPOLIS,RODONAVES,18
SANTA BARBARA DO LESTE,RODONAVES,18
SANTA EFIGENIA DE MINAS,RODONAVES,18
SANTA RITA DE MINAS,RODONAVES,18
SANTA RITA DO ITUETO,RODONAVES,18
SAO DOMINGOS DAS DORES,RODONAVES,18
SAO FELIX DE MINAS,RODONAVES,18
SAO GERALDO DA PIEDADE,RODONAVES,18
SAO GERALDO DO BAIXIO,RODONAVES,18
SAO JOAO DO MANTENINHA,RODONAVES,18
SAO JOAO DO ORIENTE,RODONAVES,18
SAO JOAO EVANGELISTA,RODONAVES,18
SAO JOSE DA SAFIRA,RODONAVES,18
SAO JOSE DO DIVINO,RODONAVES,18
SAO JOSE DO JACURI,RODONAVES,18
SAO JOSE DO MANTIMENTO,RODONAVES,18
SAO PEDRO DO SUACUI,RODONAVES,18
SAO SEBASTIAO DO ANTA,RODONAVES,18
SAO SEBASTIAO DO MARANHAO,RODONAVES,18
SARDOA,RODONAVES,18
SENHORA DO PORTO,RODONAVES,18
SOBRALIA,RODONAVES,18
TAPARUBA,RODONAVES,18
TUMIRITINGA,RODONAVES,18
VARGEM ALEGRE,RODONAVES,18
VERMELHO NOVO,RODONAVES,18
VIRGINOPOLIS,RODONAVES,18
VIRGOLANDIA,RODONAVES,18
BARAO DE COCAIS,RODONAVES,18
BELA VISTA DE MINAS,RODONAVES,18
BOM JESUS DO AMPARO,RODONAVES,18
CATAS ALTAS,RODONAVES,18
DIONISIO,RODONAVES,18
FERROS,RODONAVES,18
ITAMBE DO MATO DENTRO,RODONAVES,18
NOVA ERA,RODONAVES,18
PASSABEM,RODONAVES,18
RIO PIRACICABA,RODONAVES,18
SANTA MARIA DE ITABIRA,RODONAVES,18
SANTO ANTONIO DO RIO ABAIXO,RODONAVES,16
SAO DOMINGOS DO PRATA,RODONAVES,18
SAO GONCALO DO RIO ABAIXO,RODONAVES,18
SAO JOSE DO GOIABAL,RODONAVES,18
SAO SEBASTIAO DO RIO PRETO,RODONAVES,18
TAQUARACU DE MINAS,RODONAVES,17
AGUA BOA,RODONAVES,18
AGUAS FORMOSAS,RODONAVES,18
AGUAS VERMELHAS,RODONAVES,18
ALMENARA,RODONAVES,18
ANGELANDIA,RODONAVES,18
ARACUAI,RODONAVES,18
ARICANDUVA,RODONAVES,18
ATALEIA,RODONAVES,18
BANDEIRA,RODONAVES,18
BERILO,RODONAVES,18
BERTOPOLIS,RODONAVES,18
CACHOEIRA DE PAJEU,RODONAVES,18
CAMPANARIO,RODONAVES,18
CAPELINHA,RODONAVES,18
CARAI,RODONAVES,18
CARBONITA,RODONAVES,18
CARLOS CHAGAS,RODONAVES,18
CATUJI,RODONAVES,18
CHAPADA DO NORTE,RODONAVES,18
COMERCINHO,RODONAVES,18
CORONEL MURTA,RODONAVES,18
CRISOLITA,RODONAVES,18
DIVISA ALEGRE,RODONAVES,18
DIVISOPOLIS,RODONAVES,18
FELISBURGO,RODONAVES,18
FRANCISCO BADARO,RODONAVES,18
FRANCISCOPOLIS,RODONAVES,18
FREI GASPAR,RODONAVES,18
FRONTEIRA DOS VALES,RODONAVES,18
ITAIPE,RODONAVES,18
ITAMARANDIBA,RODONAVES,18
ITAMBACURI,RODONAVES,18
ITAOBIM,RODONAVES,18
ITINGA,RODONAVES,18
JACINTO,RODONAVES,18
JENIPAPO DE MINAS,RODONAVES,18
JEQUITINHONHA,RODONAVES,18
JOAIMA,RODONAVES,18
JORDANIA,RODONAVES,18
JOSE GONCALVES DE MINAS,RODONAVES,18
LADAINHA,RODONAVES,18
LEME DO PRADO,RODONAVES,18
MACHACALIS,RODONAVES,18
MALACACHETA,RODONAVES,18
MATA VERDE,RODONAVES,18
MEDINA,RODONAVES,18
MINAS NOVAS,RODONAVES,18
MONTE FORMOSO,RODONAVES,18
NANUQUE,RODONAVES,18
NOVO CRUZEIRO,RODONAVES,18
NOVO ORIENTE DE MINAS,RODONAVES,18
OURO VERDE DE MINAS,RODONAVES,18
PADRE PARAISO,RODONAVES,18
PALMOPOLIS,RODONAVES,18
PAVAO,RODONAVES,18
PEDRA AZUL,RODONAVES,18
PONTO DOS VOLANTES,RODONAVES,18
POTE,RODONAVES,18
RIO DO PRADO,RODONAVES,18
RUBIM,RODONAVES,18
SALTO DA DIVISA,RODONAVES,18
SANTA HELENA DE MINAS,RODONAVES,18
SANTA MARIA DO SALTO,RODONAVES,18
SANTA MARIA DO SUACUI,RODONAVES,18
SANTO ANTONIO DO JACINTO,RODONAVES,18
SERRA DOS AIMORES,RODONAVES,18
SETUBINHA,RODONAVES,18
TURMALINA,RODONAVES,18
UMBURATIBA,RODONAVES,18
VEREDINHA,RODONAVES,18
VIRGEM DA LAPA,RODONAVES,18
ARINOS,RODONAVES,16
BONFINOPOLIS DE MINAS,RODONAVES,16
BRASILANDIA DE MINAS,RODONAVES,16
BURITIS,RODONAVES,16
CABECEIRA GRANDE,RODONAVES,16
CACHOEIRA DOURADA,RODONAVES,16
CAMPOS ALTOS,RODONAVES,16
COMENDADOR GOMES,RODONAVES,16
DOM BOSCO,RODONAVES,16
DOURADOQUARA,RODONAVES,16
FORMOSO,RODONAVES,16
GRUPIARA,RODONAVES,16
GUARDA-MOR,RODONAVES,16
HONOROPOLIS,RODONAVES,16
IPIACU,RODONAVES,16
LAGOA GRANDE,RODONAVES,16
MATUTINA,RODONAVES,16
NATALANDIA,RODONAVES,16
PRATINHA,RODONAVES,16
RIACHINHO,RODONAVES,16
SANTA ROSA DA SERRA,RODONAVES,16
SAO FRANCISCO DE SALES,RODONAVES,16
SAO GONCALO DO ABAETE,RODONAVES,16
TIROS,RODONAVES,16
UNIAO DE MINAS,RODONAVES,16
URUANA DE MINAS,RODONAVES,16
URUCUIA,RODONAVES,16
VARJAO DE MINAS,RODONAVES,16
DUQUE DE CAXIAS,RODONAVES,7
APUI,RODONAVES,23
HUMAITA,RODONAVES,22
BOCA DO ACRE,RODONAVES,19
GUAJARA,RODONAVES,14
RIO BRANCO,RODONAVES,15
SENADOR GUIOMARD,RODONAVES,19
BUJARI,RODONAVES,14
PORTO ACRE,RODONAVES,17
PLACIDO DE CASTRO,RODONAVES,17
XAPURI,RODONAVES,15
CAPIXABA,RODONAVES,15
BRASILEIA,RODONAVES,15
EPITACIOLANDIA,RODONAVES,15
ASSIS BRASIL,RODONAVES,16
SENA MADUREIRA,RODONAVES,15
ACRELANDIA,RODONAVES,16
MANOEL URBANO,RODONAVES,15
SANTA ROSA DO PURUS,RODONAVES,24
FEIJO,RODONAVES,17
TARAUACA,RODONAVES,17
JORDAO,RODONAVES,24
CRUZEIRO DO SUL,RODONAVES,15
PORTO WALTER,RODONAVES,24
MARECHAL THAUMATURGO,RODONAVES,24
RODRIGUES ALVES,RODONAVES,19
MANCIO LIMA,RODONAVES,19
PORTO VELHO,RODONAVES,13
GUAJARA-MIRIM,RODONAVES,14
NOVA MAMORE,RODONAVES,14
CANDEIAS DO JAMARI,RODONAVES,16
ITAPUA DO OESTE,RODONAVES,17
ALTO PARAISO,RODONAVES,13
RIO CRESPO,RODONAVES,14
CUJUBIM,RODONAVES,14
THEOBROMA,RODONAVES,13
VALE DO ANARI,RODONAVES,13
MACHADINHO D'OESTE,RODONAVES,13
ARIQUEMES,RODONAVES,11
BURITIS,RODONAVES,13
CAMPO NOVO DE RONDONIA,RODONAVES,13
MONTE NEGRO,RODONAVES,13
CACAULANDIA,RODONAVES,14
JARU,RODONAVES,11
GOVERNADOR JORGE TEIXEIRA,RODONAVES,18
JI-PARANA,RODONAVES,11
PRESIDENTE MEDICI,RODONAVES,12
MINISTRO ANDREAZZA,RODONAVES,15
OURO PRETO DO OESTE,RODONAVES,11
VALE DO PARAISO,RODONAVES,16
NOVA UNIAO,RODONAVES,14
MIRANTE DA SERRA,RODONAVES,14
TEIXEIROPOLIS,RODONAVES,14
URUPA,RODONAVES,14
ALVORADA D'OESTE,RODONAVES,13
SAO MIGUEL DO GUAPORE,RODONAVES,13
SERINGUEIRAS,RODONAVES,16
SAO FRANCISCO DO GUAPORE,RODONAVES,16
COSTA MARQUES,RODONAVES,16
ROLIM DE MOURA,RODONAVES,12
CASTANHEIRAS,RODONAVES,17
SANTA LUZIA D'OESTE,RODONAVES,15
ALTO ALEGRE DOS PARECIS,RODONAVES,15
ALTA FLORESTA D'OESTE,RODONAVES,15
NOVO HORIZONTE DO OESTE,RODONAVES,15
NOVA BRASILANDIA D'OESTE,RODONAVES,15
CACOAL,RODONAVES,12
PIMENTA BUENO,RODONAVES,12
ESPIGAO D'OESTE,RODONAVES,14
PRIMAVERA DE RONDONIA,RODONAVES,17
SAO FELIPE D'OESTE,RODONAVES,17
PARECIS,RODONAVES,17
ABUNA,RODONAVES,17
EXTREMA,RODONAVES,14
JACI PARANA,RODONAVES,17
NOVA DIMENSAO,RODONAVES,19
TARILANDIA,RODONAVES,14
TRIUNFO,RODONAVES,17
UNIAO BANDEIRANTE,RODONAVES,18
VILHENA,RODONAVES,11
VISTA ALEGRE DO ABUNA,RODONAVES,15
NOVA CALIFORNIA,RODONAVES,17
CHUPINGUAIA,RODONAVES,16
COLORADO DO OESTE,RODONAVES,14
CABIXI,RODONAVES,14
CORUMBIARA,RODONAVES,14
CEREJEIRAS,RODONAVES,12
PIMENTEIRAS DO OESTE,RODONAVES,14
SANTAREM,RODONAVES,15
MOJUI DOS CAMPOS,RODONAVES,19
BELTERRA,RODONAVES,18
RUROPOLIS,RODONAVES,15
ITAITUBA,RODONAVES,16
CASTELO DOS SONHOS,RODONAVES,13
MIRITITUBA,RODONAVES,20
MORAES ALMEIDA,RODONAVES,18
NOVO PROGRESSO,RODONAVES,13
CACHOEIRA DA SERRA,RODONAVES,17
JACAREACANGA,RODONAVES,27
TRAIRAO,RODONAVES,16
BOA VISTA,RODONAVES,25
BELEM,RODONAVES,12
ANANINDEUA,RODONAVES,12
MARITUBA,RODONAVES,12
MONTE DOURADO,RODONAVES,20
PORTO TROMBETAS,RODONAVES,22
QUATRO BOCAS,RODONAVES,14
CARAJAS,RODONAVES,17
HIDRELETRICA TUCURUI,RODONAVES,18
PRAINHA,RODONAVES,22
PLACAS,RODONAVES,24
URUARA,RODONAVES,19
MEDICILANDIA,RODONAVES,17
BRASIL NOVO,RODONAVES,16
AVEIRO,RODONAVES,21
JURUTI,RODONAVES,22
ALENQUER,RODONAVES,21
CURUA,RODONAVES,26
MONTE ALEGRE,RODONAVES,21
ALMEIRIM,RODONAVES,24
OBIDOS,RODONAVES,21
ORIXIMINA,RODONAVES,21
FARO,RODONAVES,28
TERRA SANTA,RODONAVES,23
GURUPA,RODONAVES,19
PORTO DE MOZ,RODONAVES,24
SENADOR JOSE PORFIRIO,RODONAVES,24
ANAPU,RODONAVES,16
ALTAMIRA,RODONAVES,17
SAO FELIX DO XINGU,RODONAVES,16
VITORIA DO XINGU,RODONAVES,16
TUCUMA,RODONAVES,17
BANNACH,RODONAVES,15
OURILANDIA DO NORTE,RODONAVES,14
CUMARU DO NORTE,RODONAVES,17
CAMETA,RODONAVES,15
LIMOEIRO DO AJURU,RODONAVES,20
MOCAJUBA,RODONAVES,14
IGARAPE-MIRI,RODONAVES,13
ABAETETUBA,RODONAVES,13
BARCARENA,RODONAVES,13
MOJU,RODONAVES,14
TUCURUI,RODONAVES,16
BAIAO,RODONAVES,14
OEIRAS DO PARA,RODONAVES,18
NOVO REPARTIMENTO,RODONAVES,17
BAGRE,RODONAVES,19
PORTEL,RODONAVES,18
PACAJA,RODONAVES,16
BREU BRANCO,RODONAVES,18
MELGACO,RODONAVES,18
MARABA,RODONAVES,14
PARAUAPEBAS,RODONAVES,15
SAO JOAO DO ARAGUAIA,RODONAVES,14
SAO DOMINGOS DO ARAGUAIA,RODONAVES,14
BREJO GRANDE DO ARAGUAIA,RODONAVES,16
CURIONOPOLIS,RODONAVES,16
ELDORADO DOS CARAJAS,RODONAVES,14
BOM JESUS DO TOCANTINS,RODONAVES,14
ABEL FIGUEIREDO,RODONAVES,14
RIO MARIA,RODONAVES,14
AGUA AZUL DO NORTE,RODONAVES,15
PALESTINA DO PARA,RODONAVES,16
CANAA DOS CARAJAS,RODONAVES,15
CONCEICAO DO ARAGUAIA,RODONAVES,17
FLORESTA DO ARAGUAIA,RODONAVES,14
PAU D'ARCO,RODONAVES,14
SAPUCAIA,RODONAVES,14
REDENCAO,RODONAVES,16
XINGUARA,RODONAVES,16
SANTANA DO ARAGUAIA,RODONAVES,19
SANTA MARIA DAS BARREIRAS,RODONAVES,17
SAO GERALDO DO ARAGUAIA,RODONAVES,14
ITUPIRANGA,RODONAVES,14
NOVA IPIXUNA,RODONAVES,15
JACUNDA,RODONAVES,14
BRAGANCA,RODONAVES,13
AUGUSTO CORREA,RODONAVES,15
CACHOEIRA DO PIRIA,RODONAVES,15
NOVA ESPERANCA DO PIRIA,RODONAVES,16
